id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
16316,22,30000,RENT,0.0,VENTURE,B,4800,11.49,0.16,N,2,0
24199,37,125000,RENT,3.0,HOMEIMPROVEMENT,A,9000,7.88,0.07,N,13,0
40716,25,45000,RENT,0.0,MEDICAL,C,6800,13.79,0.15,Y,2,0
10976,31,30000,RENT,1.0,PERSONAL,B,3000,10.08,0.1,N,6,1
49646,41,40000,RENT,2.0,VENTURE,C,5500,13.57,0.14,N,12,0
21381,32,140000,MORTGAGE,16.0,MEDICAL,A,9600,7.29,0.07,N,7,0
39393,26,38000,MORTGAGE,10.0,PERSONAL,F,15175,19.13,0.38,N,3,0
16701,25,36000,MORTGAGE,1.0,EDUCATION,A,14000,9.63,0.39,N,2,0
42982,37,74000,MORTGAGE,2.0,VENTURE,B,20900,12.69,0.28,N,13,0
5181,24,54000,RENT,8.0,MEDICAL,E,20000,16.7,0.37,Y,4,1
58495,21,30000,RENT,6.0,EDUCATION,A,3000,7.29,0.1,N,4,0
5505,39,33000,RENT,2.0,VENTURE,A,6000,7.88,0.18,N,14,0
41880,39,39996,RENT,4.0,DEBTCONSOLIDATION,D,12000,15.31,0.3,N,15,1
38930,29,150000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,7000,9.32,0.05,N,6,0
5643,23,99000,RENT,1.0,EDUCATION,C,20000,14.26,0.2,N,3,0
35432,28,40000,RENT,6.0,DEBTCONSOLIDATION,A,10000,7.9,0.25,N,5,0
8001,24,60000,MORTGAGE,8.0,PERSONAL,B,10000,10.36,0.17,N,4,0
12219,23,34404,RENT,2.0,HOMEIMPROVEMENT,A,7500,7.37,0.22,N,2,1
55823,26,48000,MORTGAGE,3.0,VENTURE,A,2500,6.76,0.05,N,3,0
54547,36,40000,RENT,6.0,DEBTCONSOLIDATION,A,2000,8.07,0.05,N,14,0
40873,33,42000,RENT,2.0,MEDICAL,A,15000,7.66,0.36,N,6,1
15692,39,150000,MORTGAGE,11.0,PERSONAL,A,7500,8.49,0.05,N,14,0
1625,23,45000,RENT,1.0,MEDICAL,C,9600,13.98,0.21,N,4,0
56744,21,34000,RENT,5.0,PERSONAL,B,5000,11.71,0.15,N,3,1
44929,27,73580,RENT,3.0,EDUCATION,B,15000,11.89,0.2,N,10,0
18476,24,53000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,22000,14.46,0.4,Y,2,1
47865,23,60000,MORTGAGE,7.0,PERSONAL,A,8500,5.42,0.14,N,3,0
45389,24,54000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,5.79,0.11,N,4,0
30092,24,75000,RENT,2.0,EDUCATION,A,6000,6.03,0.08,N,3,0
56585,25,65000,MORTGAGE,2.0,EDUCATION,B,7500,9.99,0.12,N,3,0
38871,31,43000,RENT,15.0,EDUCATION,C,5000,12.99,0.12,Y,10,0
22054,31,150000,RENT,1.0,MEDICAL,B,5000,9.99,0.03,N,8,0
27923,34,74400,OWN,1.0,PERSONAL,D,6000,14.91,0.08,Y,5,0
5910,27,74800,MORTGAGE,11.0,MEDICAL,E,20000,16.45,0.23,Y,7,1
31547,29,71000,RENT,1.0,PERSONAL,B,22000,11.83,0.31,N,8,0
37957,27,85000,OWN,7.0,VENTURE,A,8000,7.43,0.09,N,10,0
48363,23,50000,MORTGAGE,7.0,VENTURE,A,5000,7.51,0.1,N,3,0
45282,24,24000,OWN,8.0,EDUCATION,B,3000,12.18,0.13,N,2,0
12656,22,60000,RENT,0.0,EDUCATION,A,3000,7.9,0.05,N,3,0
36561,23,49000,RENT,7.0,PERSONAL,B,5000,11.71,0.1,N,3,1
14517,38,98000,OWN,1.0,PERSONAL,C,5000,13.43,0.05,N,17,0
5986,26,36000,MORTGAGE,4.0,VENTURE,A,6000,6.99,0.17,N,4,0
32475,22,55000,RENT,6.0,EDUCATION,A,7000,8.9,0.13,N,2,0
43668,23,100000,RENT,7.0,VENTURE,B,14800,10.65,0.14,N,2,0
16954,76,30000,RENT,2.0,HOMEIMPROVEMENT,D,6500,16.77,0.21,N,24,1
17634,28,50000,RENT,6.0,HOMEIMPROVEMENT,C,3000,13.61,0.06,N,6,0
1886,23,54000,RENT,0.0,DEBTCONSOLIDATION,D,5000,17.27,0.09,Y,2,1
44141,31,100000,RENT,1.0,VENTURE,B,9000,10.99,0.09,N,9,0
30964,24,45000,RENT,6.0,VENTURE,B,6500,11.71,0.14,N,2,0
41669,41,31000,RENT,0.0,EDUCATION,C,5000,13.47,0.16,Y,14,0
11165,36,65000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.37,0.15,N,16,0
42631,23,35000,RENT,5.0,EDUCATION,B,6000,10.99,0.17,N,3,0
20137,28,62000,RENT,5.0,HOMEIMPROVEMENT,C,12000,13.49,0.19,Y,8,0
48047,27,65000,MORTGAGE,11.0,EDUCATION,A,12000,7.14,0.18,N,5,0
44836,22,36000,RENT,6.0,DEBTCONSOLIDATION,C,1500,12.53,0.04,Y,2,0
4143,29,24000,OWN,6.0,EDUCATION,A,7200,8.49,0.3,N,7,0
35715,28,77964,RENT,12.0,DEBTCONSOLIDATION,B,15000,12.42,0.19,N,7,1
43151,27,72000,MORTGAGE,12.0,MEDICAL,B,12650,10.65,0.18,N,8,0
29283,24,65000,RENT,3.0,VENTURE,C,10000,13.49,0.15,Y,4,0
6973,30,108800,MORTGAGE,3.0,MEDICAL,D,15000,15.31,0.12,N,9,1
29522,24,45000,RENT,0.0,MEDICAL,B,4000,11.26,0.09,N,4,0
48134,25,48996,RENT,0.0,VENTURE,D,1000,15.58,0.02,Y,4,1
34414,21,65000,RENT,5.0,DEBTCONSOLIDATION,B,12000,11.71,0.18,N,3,0
12254,23,60000,OWN,5.0,VENTURE,B,15000,11.83,0.25,N,4,0
24859,22,56000,MORTGAGE,5.0,EDUCATION,B,9000,10.65,0.16,N,2,0
22859,29,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,13.49,0.14,Y,8,0
13799,25,60000,OWN,3.0,EDUCATION,C,4000,14.22,0.07,Y,4,0
2643,22,35004,RENT,0.0,EDUCATION,A,7200,7.29,0.21,N,2,0
49829,31,70000,RENT,3.0,VENTURE,C,2000,13.49,0.03,Y,5,0
56673,38,30000,RENT,6.0,VENTURE,D,10000,14.91,0.33,N,11,1
56979,27,72000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,7500,13.92,0.1,Y,10,0
23618,29,125000,MORTGAGE,5.0,PERSONAL,A,5000,7.14,0.04,N,10,0
18067,28,35000,RENT,1.0,MEDICAL,B,12000,10.0,0.34,N,10,1
3814,23,95000,RENT,0.0,VENTURE,A,6500,7.14,0.07,N,4,0
12462,22,55000,OWN,0.0,PERSONAL,A,1275,6.91,0.02,N,3,0
8342,23,45000,RENT,3.0,PERSONAL,B,4000,11.86,0.09,N,2,0
45855,26,75000,RENT,6.0,PERSONAL,B,5000,9.91,0.07,N,3,0
9188,24,60000,RENT,6.0,DEBTCONSOLIDATION,B,12000,10.65,0.2,N,3,0
7514,24,55000,MORTGAGE,8.0,PERSONAL,C,10000,12.98,0.18,Y,3,0
39132,41,35000,RENT,0.0,EDUCATION,B,12000,11.71,0.34,N,13,1
55411,23,90000,MORTGAGE,6.0,EDUCATION,B,3500,12.69,0.04,N,2,0
11796,31,30000,RENT,4.0,MEDICAL,B,10000,11.71,0.33,N,6,1
53758,30,120000,MORTGAGE,4.0,MEDICAL,A,20000,6.91,0.17,N,5,0
37790,27,42000,MORTGAGE,3.0,MEDICAL,B,8500,10.95,0.2,N,10,0
48218,41,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,17000,14.65,0.28,Y,15,0
25514,22,37000,RENT,0.0,VENTURE,B,5500,10.65,0.15,N,3,0
32591,24,72000,MORTGAGE,2.0,EDUCATION,A,8000,5.42,0.11,N,2,0
53712,37,60000,RENT,2.0,PERSONAL,B,24000,12.53,0.4,N,15,1
45325,32,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,6.99,0.2,N,6,0
2093,32,1200000,RENT,2.0,PERSONAL,A,10000,7.51,0.01,N,9,0
45845,26,45000,RENT,5.0,MEDICAL,C,5000,13.49,0.11,N,3,0
34115,21,42000,MORTGAGE,5.0,MEDICAL,A,10000,6.54,0.24,N,4,0
19779,30,38000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.88,0.08,N,10,0
51732,33,65000,MORTGAGE,17.0,VENTURE,A,12000,6.17,0.18,N,6,0
9995,33,38000,MORTGAGE,3.0,PERSONAL,A,5000,7.51,0.13,N,5,0
27528,23,60000,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.37,0.17,N,4,0
13032,24,60000,RENT,3.0,HOMEIMPROVEMENT,B,3000,10.37,0.05,N,4,0
56353,30,115000,MORTGAGE,2.0,MEDICAL,A,5000,6.03,0.04,N,10,0
17811,38,45000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,5.42,0.11,N,12,0
57824,25,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000,14.42,0.19,N,4,1
57782,27,139992,RENT,6.0,DEBTCONSOLIDATION,C,3000,15.62,0.02,Y,8,0
17809,27,60000,RENT,1.0,PERSONAL,C,12000,12.87,0.2,Y,10,0
31417,32,115500,MORTGAGE,3.0,DEBTCONSOLIDATION,C,20000,13.48,0.17,Y,7,0
26360,25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,10000,12.99,0.08,N,4,0
2415,25,55000,RENT,9.0,HOMEIMPROVEMENT,B,8000,11.49,0.15,N,3,0
21649,22,39152,MORTGAGE,6.0,EDUCATION,C,3000,13.35,0.07,Y,2,0
49761,27,50000,RENT,11.0,DEBTCONSOLIDATION,C,2000,14.72,0.04,N,6,0
55906,22,36000,RENT,0.0,MEDICAL,B,3600,9.99,0.1,N,4,0
20553,23,90000,MORTGAGE,7.0,EDUCATION,B,12000,11.49,0.13,N,2,0
39307,42,75531,RENT,3.0,PERSONAL,D,14000,16.49,0.2,Y,17,0
53544,25,52800,RENT,2.0,PERSONAL,B,4000,11.86,0.08,N,4,0
7791,21,24996,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.99,0.2,N,4,1
57869,22,36000,MORTGAGE,0.0,EDUCATION,D,4000,15.31,0.11,Y,3,0
51642,23,42000,RENT,4.0,EDUCATION,C,2000,13.61,0.05,Y,3,1
47904,22,87550,RENT,5.0,DEBTCONSOLIDATION,B,9000,11.86,0.09,N,4,0
30474,29,65000,MORTGAGE,4.0,EDUCATION,C,8000,13.98,0.12,N,10,0
21157,22,55000,RENT,6.0,MEDICAL,B,5000,9.91,0.09,N,2,0
6530,44,48000,RENT,1.0,VENTURE,D,4000,14.61,0.08,Y,11,1
57556,31,125000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,25000,10.74,0.2,N,10,0
37574,24,64500,OWN,4.0,EDUCATION,C,5000,14.26,0.08,N,4,0
15248,24,78000,RENT,0.0,HOMEIMPROVEMENT,A,13000,6.54,0.17,N,3,0
3443,25,47000,MORTGAGE,9.0,PERSONAL,A,2400,8.9,0.05,N,2,0
11124,24,85000,RENT,3.0,PERSONAL,B,7200,10.99,0.08,N,4,0
1803,26,60000,RENT,1.0,VENTURE,D,8000,16.07,0.13,Y,2,1
57119,22,40000,RENT,3.0,DEBTCONSOLIDATION,A,4800,8.9,0.12,N,4,0
9826,27,60000,MORTGAGE,1.0,VENTURE,B,4500,12.21,0.07,N,5,0
22246,27,30000,RENT,2.0,MEDICAL,B,7000,9.76,0.23,N,8,0
35560,25,91000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,1000,7.4,0.01,N,2,0
15436,26,70000,RENT,4.0,VENTURE,A,7000,7.74,0.1,N,3,0
34101,23,72000,MORTGAGE,5.0,EDUCATION,B,8000,11.26,0.11,N,4,0
10353,25,54000,RENT,1.0,PERSONAL,B,20000,12.42,0.38,N,4,1
10288,30,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,6.62,0.09,N,7,0
25229,30,50000,OWN,3.0,VENTURE,A,5000,5.99,0.1,N,7,0
32151,22,81400,RENT,2.0,EDUCATION,D,20000,15.21,0.25,N,4,1
37413,24,91800,MORTGAGE,4.0,MEDICAL,C,20000,13.43,0.18,Y,2,1
48031,33,36000,RENT,3.0,HOMEIMPROVEMENT,D,10800,17.27,0.32,N,6,1
35110,35,58650,RENT,5.0,MEDICAL,D,16500,16.29,0.22,N,8,1
26636,26,68500,MORTGAGE,3.0,VENTURE,A,10000,7.51,0.15,N,4,0
8697,58,61776,MORTGAGE,1.0,PERSONAL,B,11500,12.21,0.18,N,30,0
15443,29,35000,RENT,2.0,DEBTCONSOLIDATION,B,1500,9.76,0.04,N,6,0
4499,23,60000,RENT,2.0,MEDICAL,B,6400,10.59,0.11,N,2,0
55269,24,60000,RENT,5.0,EDUCATION,A,10000,7.9,0.17,N,2,0
34476,32,43000,RENT,0.0,MEDICAL,A,4000,7.88,0.09,N,7,0
56392,21,45996,RENT,5.0,DEBTCONSOLIDATION,A,3500,7.51,0.08,N,2,0
36069,22,30000,RENT,6.0,EDUCATION,B,2400,11.49,0.08,N,2,0
8563,29,34000,MORTGAGE,12.0,VENTURE,D,10000,16.77,0.29,Y,8,1
23448,27,63000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,8.9,0.06,N,6,0
54133,24,34000,RENT,7.0,DEBTCONSOLIDATION,D,5000,12.61,0.15,Y,2,1
17365,21,40000,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.61,0.25,N,4,0
7299,23,45000,RENT,2.0,VENTURE,A,7000,7.88,0.16,N,3,0
12190,22,48000,MORTGAGE,4.0,PERSONAL,D,9600,14.96,0.2,N,2,0
29586,26,90000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,6000,6.03,0.07,N,3,0
12494,27,72000,RENT,6.0,MEDICAL,C,14400,12.99,0.2,N,10,0
17684,23,23000,RENT,3.0,MEDICAL,B,3000,10.37,0.13,N,2,0
43928,25,63508,RENT,8.0,HOMEIMPROVEMENT,B,2500,8.88,0.04,N,4,0
40841,23,25000,RENT,7.0,PERSONAL,A,6000,5.42,0.24,N,4,0
27557,22,47800,MORTGAGE,0.0,EDUCATION,B,1500,11.48,0.03,N,3,0
12066,32,62900,RENT,5.0,MEDICAL,D,16000,14.96,0.22,Y,8,1
23534,34,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,2400,13.57,0.08,Y,7,0
35136,23,48000,RENT,8.0,DEBTCONSOLIDATION,A,5000,6.17,0.1,N,2,0
50723,27,32000,RENT,11.0,MEDICAL,D,5000,14.91,0.16,Y,5,1
49147,22,35000,RENT,3.0,EDUCATION,A,5000,7.88,0.14,N,2,0
53958,26,15000,RENT,1.0,DEBTCONSOLIDATION,B,4800,12.69,0.32,N,3,1
5068,37,50000,OWN,6.0,VENTURE,B,10000,9.91,0.2,N,12,0
41759,23,50000,RENT,3.0,EDUCATION,A,10000,9.63,0.2,N,3,0
15544,34,42500,RENT,3.0,MEDICAL,C,14600,12.73,0.34,N,8,1
34306,21,25000,RENT,1.0,EDUCATION,A,10000,5.99,0.4,N,4,1
49281,25,48000,RENT,3.0,VENTURE,B,5000,12.42,0.1,N,2,0
57328,25,42000,RENT,2.0,DEBTCONSOLIDATION,B,11000,12.42,0.26,N,3,0
56231,40,36000,RENT,2.0,EDUCATION,C,4000,14.26,0.11,Y,12,0
53013,31,47000,RENT,7.0,PERSONAL,A,8000,5.42,0.17,N,9,0
29685,25,125000,MORTGAGE,9.0,PERSONAL,A,25000,8.9,0.2,N,4,0
52175,22,50000,MORTGAGE,6.0,MEDICAL,A,6000,8.9,0.12,N,4,0
48064,30,131004,MORTGAGE,14.0,EDUCATION,A,5000,8.49,0.04,N,8,0
46173,27,60000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,10400,14.46,0.17,Y,9,1
320,23,44000,RENT,4.0,EDUCATION,E,8500,16.32,0.19,N,4,1
54670,41,70000,RENT,13.0,PERSONAL,D,17000,16.07,0.24,Y,15,0
40333,29,48000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,3000,9.76,0.06,N,10,0
43089,24,85392,RENT,2.0,EDUCATION,B,9600,10.99,0.11,N,3,0
23382,30,115000,MORTGAGE,5.0,PERSONAL,D,5000,14.84,0.04,Y,7,0
24597,33,90000,RENT,0.0,PERSONAL,B,5600,11.99,0.06,N,6,0
15647,23,50000,RENT,7.0,PERSONAL,C,10000,12.99,0.2,Y,2,0
19057,27,38400,OWN,4.0,VENTURE,C,4000,15.23,0.1,Y,5,0
49060,23,40000,RENT,4.0,EDUCATION,A,2000,8.0,0.05,N,3,0
22148,27,100000,MORTGAGE,11.0,EDUCATION,D,16000,16.0,0.17,Y,7,0
36710,23,75000,RENT,2.0,MEDICAL,B,4000,11.83,0.05,N,3,0
57474,25,85000,MORTGAGE,9.0,PERSONAL,B,20000,11.11,0.24,N,2,0
5151,24,71004,RENT,1.0,PERSONAL,C,15000,13.98,0.21,N,4,0
31775,25,50000,RENT,9.0,PERSONAL,B,5500,11.99,0.11,N,3,0
21742,24,45000,RENT,6.0,MEDICAL,D,6000,16.49,0.13,Y,4,0
18940,22,42000,RENT,1.0,VENTURE,A,12500,8.94,0.3,N,3,0
1981,31,44000,RENT,6.0,EDUCATION,C,11650,13.49,0.27,N,9,0
17844,25,120000,MORTGAGE,9.0,EDUCATION,A,6000,5.79,0.05,N,2,0
5569,22,60000,MORTGAGE,6.0,PERSONAL,A,12000,5.42,0.2,N,3,0
5128,23,38000,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.08,0.26,N,3,0
41552,23,27996,RENT,1.0,VENTURE,B,5500,9.45,0.2,N,3,0
26684,27,65000,RENT,11.0,PERSONAL,A,20000,6.54,0.31,N,7,1
15619,22,45000,RENT,2.0,MEDICAL,A,10000,9.38,0.22,N,2,0
51016,27,60000,RENT,3.0,PERSONAL,D,9000,15.31,0.15,Y,7,0
5450,23,36000,RENT,2.0,PERSONAL,A,1500,5.99,0.04,N,3,0
13114,24,45000,MORTGAGE,3.0,VENTURE,A,10000,7.29,0.22,N,2,0
22143,30,98700,MORTGAGE,6.0,HOMEIMPROVEMENT,C,9600,13.06,0.1,N,9,0
8668,25,38400,RENT,6.0,PERSONAL,B,2000,11.49,0.05,N,4,0
21399,24,39990,MORTGAGE,0.0,PERSONAL,A,2400,7.37,0.06,N,2,0
2269,22,82000,MORTGAGE,6.0,EDUCATION,A,15000,7.88,0.18,N,2,0
12978,27,35000,RENT,1.0,DEBTCONSOLIDATION,B,13250,10.65,0.38,N,7,1
11938,30,52000,RENT,5.0,MEDICAL,A,10000,6.92,0.19,N,8,0
35247,24,24000,RENT,0.0,MEDICAL,B,10000,10.65,0.42,N,2,1
27158,22,48000,RENT,2.0,PERSONAL,B,10000,12.18,0.21,N,2,0
38886,26,72000,MORTGAGE,3.0,EDUCATION,B,10000,10.99,0.14,N,3,0
25658,30,162000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,25000,6.03,0.15,N,8,0
9181,26,54000,RENT,0.0,EDUCATION,A,5000,5.42,0.09,N,4,0
44042,24,43300,MORTGAGE,4.0,MEDICAL,B,8000,10.62,0.18,N,2,0
20661,22,60000,MORTGAGE,4.0,PERSONAL,B,10000,11.99,0.17,N,3,0
27039,27,70000,RENT,4.0,EDUCATION,A,4000,8.0,0.06,N,6,0
12054,23,100000,RENT,5.0,PERSONAL,A,5000,7.14,0.05,N,3,0
33418,38,55000,MORTGAGE,2.0,EDUCATION,B,5000,10.65,0.09,N,12,0
53166,24,85000,MORTGAGE,8.0,PERSONAL,A,11000,7.49,0.13,N,4,0
42241,24,66000,RENT,8.0,DEBTCONSOLIDATION,A,20000,5.79,0.3,N,3,0
4655,26,110000,RENT,3.0,PERSONAL,A,8000,8.59,0.07,N,4,0
18731,23,35220,RENT,0.0,EDUCATION,C,12000,13.22,0.34,Y,4,1
56314,31,34000,RENT,2.0,DEBTCONSOLIDATION,B,5000,10.62,0.15,N,9,0
16506,27,90000,MORTGAGE,0.0,PERSONAL,B,10000,11.58,0.11,N,6,0
16900,23,48000,RENT,0.0,MEDICAL,B,10000,9.99,0.21,N,3,0
44909,36,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,6000,13.98,0.15,N,17,0
42335,35,47000,RENT,0.0,DEBTCONSOLIDATION,C,6000,12.84,0.13,N,7,0
40865,24,65000,RENT,0.0,DEBTCONSOLIDATION,A,12000,8.9,0.18,N,2,0
11862,23,66000,MORTGAGE,7.0,EDUCATION,B,15000,9.88,0.23,N,3,0
17086,29,150000,MORTGAGE,0.0,VENTURE,D,24000,16.07,0.16,N,9,0
22482,27,44000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,10.99,0.34,N,5,1
19153,24,35000,RENT,1.0,MEDICAL,B,5000,11.14,0.14,N,2,0
30280,21,33996,RENT,0.0,MEDICAL,D,7500,15.05,0.23,N,2,1
17418,27,50000,MORTGAGE,6.0,MEDICAL,A,10800,7.88,0.21,N,7,0
38594,24,57700,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3200,7.68,0.06,N,2,0
53348,26,24996,RENT,0.0,MEDICAL,C,8000,12.73,0.31,N,2,1
17223,28,10000,OWN,12.0,VENTURE,A,8000,7.51,0.08,N,9,0
33901,23,60000,RENT,2.0,VENTURE,B,3000,11.83,0.05,N,4,0
29547,23,30000,RENT,3.0,MEDICAL,D,6000,15.99,0.2,Y,2,1
55194,22,30000,RENT,6.0,DEBTCONSOLIDATION,C,10000,12.53,0.33,N,4,1
52650,40,50000,RENT,0.0,DEBTCONSOLIDATION,B,1500,11.71,0.03,N,16,0
28693,38,90000,MORTGAGE,0.0,VENTURE,A,12000,5.42,0.13,N,11,0
51976,24,24000,RENT,0.0,MEDICAL,A,4850,8.9,0.2,N,4,0
41463,22,51996,MORTGAGE,2.0,DEBTCONSOLIDATION,D,4000,14.09,0.08,Y,2,1
15277,23,52000,RENT,0.0,VENTURE,A,13200,7.66,0.25,N,3,0
31487,25,44000,RENT,2.0,VENTURE,A,5550,7.51,0.13,N,3,0
22572,24,52000,RENT,3.0,MEDICAL,C,6000,13.49,0.12,N,2,0
16885,31,122000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,11200,13.22,0.09,Y,8,0
57097,23,38000,RENT,6.0,EDUCATION,B,8400,11.71,0.22,N,3,0
56742,26,105000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,9.63,0.04,N,2,0
50391,21,33996,RENT,1.0,HOMEIMPROVEMENT,B,6000,9.88,0.18,N,2,1
19191,34,69935,MORTGAGE,17.0,MEDICAL,B,7000,10.99,0.1,N,8,0
32578,28,48562,RENT,4.0,VENTURE,A,3500,8.0,0.07,N,5,0
17696,23,38000,RENT,2.0,VENTURE,B,8000,11.48,0.21,N,4,0
44035,45,38000,RENT,5.0,MEDICAL,A,6000,9.63,0.16,N,14,0
23606,21,40000,RENT,5.0,VENTURE,A,14000,6.91,0.35,N,4,1
9700,23,30000,RENT,1.0,MEDICAL,B,4000,10.74,0.13,N,2,0
55860,22,77000,MORTGAGE,6.0,VENTURE,C,12000,13.48,0.16,N,2,0
46637,29,75000,MORTGAGE,14.0,PERSONAL,D,25000,15.65,0.33,N,5,0
46317,25,24000,RENT,0.0,EDUCATION,C,6000,13.85,0.25,N,2,0
54534,28,140000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,5000,12.99,0.04,N,7,0
21961,35,60000,RENT,3.0,PERSONAL,B,15000,11.36,0.25,N,9,0
18015,33,135000,MORTGAGE,3.0,VENTURE,A,10200,5.79,0.07,N,5,0
35857,28,55000,RENT,9.0,MEDICAL,A,8000,6.17,0.15,N,10,0
7776,22,38000,RENT,4.0,EDUCATION,A,5000,6.99,0.13,N,3,0
3785,26,65000,MORTGAGE,0.0,MEDICAL,A,3800,7.29,0.06,N,3,0
53798,30,54996,RENT,4.0,PERSONAL,C,10000,13.98,0.18,N,8,1
22896,29,95000,MORTGAGE,6.0,EDUCATION,A,35000,7.9,0.37,N,5,0
49008,27,36108,RENT,0.0,MEDICAL,D,2000,14.84,0.06,N,9,1
53762,26,28000,RENT,8.0,DEBTCONSOLIDATION,C,4000,13.49,0.14,N,4,0
18279,22,58000,MORTGAGE,6.0,EDUCATION,B,7200,10.65,0.12,N,2,0
1979,42,66000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3600,8.0,0.05,N,13,0
49639,22,37000,RENT,0.0,EDUCATION,A,10000,5.79,0.27,N,3,0
40462,26,30000,RENT,8.0,EDUCATION,B,6000,12.53,0.2,N,4,0
4567,31,146000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,11.49,0.07,N,6,0
32678,29,70000,RENT,3.0,MEDICAL,B,4000,10.99,0.06,N,7,0
17875,27,45200,RENT,11.0,HOMEIMPROVEMENT,E,7000,17.93,0.16,N,10,1
14808,29,90000,MORTGAGE,13.0,EDUCATION,A,10000,7.66,0.11,N,7,0
44627,25,31200,RENT,3.0,VENTURE,C,15000,13.85,0.48,Y,4,1
11360,25,95950,RENT,3.0,HOMEIMPROVEMENT,B,16500,11.71,0.16,N,3,0
52380,36,25000,RENT,2.0,MEDICAL,B,2500,10.99,0.1,N,13,0
26928,25,45000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,10000,12.98,0.22,N,2,0
3936,22,74000,MORTGAGE,4.0,VENTURE,D,25000,14.38,0.34,Y,3,1
40685,35,74000,RENT,15.0,EDUCATION,C,15000,12.68,0.2,N,5,0
54110,26,24000,MORTGAGE,6.0,EDUCATION,C,5000,15.27,0.21,Y,4,0
31175,25,55000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.48,0.11,N,3,0
58373,30,96000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,6.99,0.04,N,7,0
3873,23,50000,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.79,0.09,N,2,0
45839,23,230000,RENT,3.0,PERSONAL,A,9500,8.63,0.04,N,3,0
29812,21,33012,OWN,3.0,EDUCATION,B,12200,10.99,0.37,N,2,0
41583,25,65000,MORTGAGE,9.0,PERSONAL,A,15000,6.54,0.23,N,4,0
45585,29,24000,RENT,2.0,VENTURE,A,7000,7.51,0.29,N,10,0
31262,23,70000,RENT,7.0,EDUCATION,A,6000,8.94,0.09,N,3,0
51687,20,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,18000,10.59,0.21,N,3,0
16177,21,43200,RENT,3.0,VENTURE,A,6000,6.17,0.14,N,2,0
14975,22,65000,RENT,4.0,EDUCATION,C,7000,15.27,0.11,Y,3,0
48352,23,110000,RENT,5.0,DEBTCONSOLIDATION,B,25000,9.91,0.23,N,2,0
51914,23,110000,RENT,2.0,MEDICAL,A,12000,7.88,0.11,N,3,0
43307,29,125000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.59,0.12,N,7,0
43791,29,120000,MORTGAGE,13.0,PERSONAL,B,10000,9.99,0.08,N,6,0
12632,37,100000,MORTGAGE,15.0,PERSONAL,B,18000,10.75,0.18,N,13,0
13528,29,26000,RENT,4.0,PERSONAL,B,5500,10.65,0.21,N,9,0
41103,22,69500,RENT,6.0,DEBTCONSOLIDATION,C,6000,13.49,0.09,N,3,0
46547,28,52800,MORTGAGE,3.0,HOMEIMPROVEMENT,B,2800,10.99,0.05,N,7,0
34721,25,93000,RENT,7.0,MEDICAL,C,12000,13.48,0.13,Y,2,0
24858,25,75000,RENT,6.0,DEBTCONSOLIDATION,A,10000,7.51,0.13,N,2,0
28942,21,57000,OWN,5.0,PERSONAL,B,14400,9.62,0.26,N,3,0
